261,2 420,2 194,2 418,2 448,1 415,2 153,2 1,1
441,2 429,2 415,1 0,0 0,0 0,0 0,0 0,2
156,1 429,1 0,0 0,0 0,0 0,0 0,0 0,1
441,2 429,2 415,2 0,0 0,0 0,0 0,0 0,1
551,1 486,1 420,1 288,1 0,0 0,0 0,0 0,1
441,2 415,2 345,2 448,1 418,2 420,1 0,0 0,1
441,2 415,2 429,2 194,1 345,2 0,0 0,0 0,3
156,2 345,1 194,1 429,2 0,0 0,0 0,0 0,1
156,1 529,1 345,1 0,0 0,0 0,0 0,0 0,1
156,1 194,1 415,1 429,1 0,0 0,0 0,0 0,1
156,1 194,1 448,1 529,1 0,0 0,0 0,0 0,1
551,2 429,1 415,1 194,1 0,0 0,0 0,0 0,1
551,1 429,1 415,1 194,1 448,1 420,1 0,0 0,1
441,1 194,1 0,0 0,0 0,0 0,0 0,0 0,1
441,2 415,2 429,2 194,1 345,1 0,0 0,0 0,1
156,1 345,1 194,1 415,1 429,1 0,0 0,0 0,1
441,2 429,1 194,1 415,2 0,0 0,0 0,0 0,2
